id,kind,name,label,W_Tbl_minus_Hqql,bias_Tbl_minus_Hqql,kind2,top_group,diagnosis,B_write,B_AxGrad,role,group,activation,grad
objective:Tbl-Hqql,objective,Tbl-Hqql,J=logit_Tbl-logit_Hqql,,,,,,,,,,,
classifier:mod.fc,classifier,mod.fc,classifier head,,,,,,,,,,,
classifier_dim:fc_dim_54,classifier_dim,fc_dim_54,fc_dim_54,-1.6964067220687866,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_76,classifier_dim,fc_dim_76,fc_dim_76,1.4145793914794922,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_18,classifier_dim,fc_dim_18,fc_dim_18,-1.2686177492141724,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_103,classifier_dim,fc_dim_103,fc_dim_103,1.25152587890625,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_121,classifier_dim,fc_dim_121,fc_dim_121,0.977470338344574,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_96,classifier_dim,fc_dim_96,fc_dim_96,-0.7730405330657959,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_58,classifier_dim,fc_dim_58,fc_dim_58,0.5745218992233276,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_23,classifier_dim,fc_dim_23,fc_dim_23,0.5696371793746948,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_45,classifier_dim,fc_dim_45,fc_dim_45,-0.48215559124946594,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_57,classifier_dim,fc_dim_57,fc_dim_57,0.47194164991378784,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_10,classifier_dim,fc_dim_10,fc_dim_10,-0.3488597869873047,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_8,classifier_dim,fc_dim_8,fc_dim_8,0.23268666863441467,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_2,classifier_dim,fc_dim_2,fc_dim_2,0.20393377542495728,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_91,classifier_dim,fc_dim_91,fc_dim_91,0.18423211574554443,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_34,classifier_dim,fc_dim_34,fc_dim_34,-0.1707550287246704,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_79,classifier_dim,fc_dim_79,fc_dim_79,-0.10766482353210449,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_6,classifier_dim,fc_dim_6,fc_dim_6,0.088742196559906,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_66,classifier_dim,fc_dim_66,fc_dim_66,0.08377087116241455,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_3,classifier_dim,fc_dim_3,fc_dim_3,0.06577682495117188,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_80,classifier_dim,fc_dim_80,fc_dim_80,-0.050974130630493164,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_110,classifier_dim,fc_dim_110,fc_dim_110,-0.039949655532836914,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_123,classifier_dim,fc_dim_123,fc_dim_123,0.012944400310516357,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_124,classifier_dim,fc_dim_124,fc_dim_124,0.0038715004920959473,-0.6702732443809509,,,,,,,,,
classifier_dim:fc_dim_82,classifier_dim,fc_dim_82,fc_dim_82,0.003074824810028076,-0.6702732443809509,,,,,,,,,
residual_particle:mod.blocks.0,residual_particle,mod.blocks.0,mod.blocks.0,,,particle,D_Tbl_to_Hqql,,,,,,,
residual_particle:mod.blocks.1,residual_particle,mod.blocks.1,mod.blocks.1,,,particle,D_Tbl_to_Hqql,,,,,,,
residual_particle:mod.blocks.4,residual_particle,mod.blocks.4,mod.blocks.4,,,particle,A_Hqql_correct,,,,,,,
residual_cls:mod.cls_blocks.1,residual_cls,mod.cls_blocks.1,mod.cls_blocks.1,,,cls,B_Hqql_to_Tbl,,,,,,,
residual_particle:mod.blocks.2,residual_particle,mod.blocks.2,mod.blocks.2,,,particle,A_Hqql_correct,,,,,,,
residual_cls:mod.cls_blocks.0,residual_cls,mod.cls_blocks.0,mod.cls_blocks.0,,,cls,B_Hqql_to_Tbl,,,,,,,
residual_particle:mod.blocks.3,residual_particle,mod.blocks.3,mod.blocks.3,,,particle,D_Tbl_to_Hqql,,,,,,,
residual_particle:mod.blocks.5,residual_particle,mod.blocks.5,mod.blocks.5,,,particle,A_Hqql_correct,,,,,,,
residual_particle:mod.blocks.7,residual_particle,mod.blocks.7,mod.blocks.7,,,particle,A_Hqql_correct,,,,,,,
residual_particle:mod.blocks.6,residual_particle,mod.blocks.6,mod.blocks.6,,,particle,B_Hqql_to_Tbl,,,,,,,
attention_pair:mod.cls_blocks.0.attn.h4|neutral_hadron<-charged_hadron,attention_pair,mod.cls_blocks.0.attn.h4|neutral_hadron<-charged_hadron,mod.cls_blocks.0.attn.h4 neutral_hadron<-charged_hadron,,,,,B_Tbl_push_read_write,0.022815204451529725,0.022815204451529725,,,,
residual_block:mod.cls_blocks.0,residual_block,mod.cls_blocks.0,mod.cls_blocks.0,,,,,,,,,,,
attention_pair:mod.cls_blocks.0.attn.h4|neutral_hadron<-photon,attention_pair,mod.cls_blocks.0.attn.h4|neutral_hadron<-photon,mod.cls_blocks.0.attn.h4 neutral_hadron<-photon,,,,,B_Tbl_push_read_write,0.020071910428149358,0.020071910428149358,,,,
attention_pair:mod.cls_blocks.0.attn.h4|neutral_hadron<-neutral_hadron,attention_pair,mod.cls_blocks.0.attn.h4|neutral_hadron<-neutral_hadron,mod.cls_blocks.0.attn.h4 neutral_hadron<-neutral_hadron,,,,,B_Tbl_resist_or_protective_read_write,-0.18793059488137562,-0.18793059488137562,,,,
attention_pair:mod.cls_blocks.0.attn.h0|charged_hadron<-muon,attention_pair,mod.cls_blocks.0.attn.h0|charged_hadron<-muon,mod.cls_blocks.0.attn.h0 charged_hadron<-muon,,,,,B_Tbl_push_read_write,0.061277203261852264,0.061277203261852264,,,,
attention_pair:mod.cls_blocks.0.attn.h0|CLS<-muon,attention_pair,mod.cls_blocks.0.attn.h0|CLS<-muon,mod.cls_blocks.0.attn.h0 CLS<-muon,,,,,B_Tbl_push_read_write,0.03476700559258461,0.03476700559258461,,,,
attention_pair:mod.cls_blocks.0.attn.h4|charged_hadron<-CLS,attention_pair,mod.cls_blocks.0.attn.h4|charged_hadron<-CLS,mod.cls_blocks.0.attn.h4 charged_hadron<-CLS,,,,,B_Tbl_resist_or_protective_read_write,-0.7573292851448059,-0.7573292851448059,,,,
attention_pair:mod.cls_blocks.0.attn.h4|CLS<-CLS,attention_pair,mod.cls_blocks.0.attn.h4|CLS<-CLS,mod.cls_blocks.0.attn.h4 CLS<-CLS,,,,,B_Tbl_resist_or_protective_read_write,-0.7030114233493805,-0.7030114233493805,,,,
attention_pair:mod.cls_blocks.0.attn.h4|neutral_hadron<-CLS,attention_pair,mod.cls_blocks.0.attn.h4|neutral_hadron<-CLS,mod.cls_blocks.0.attn.h4 neutral_hadron<-CLS,,,,,B_Tbl_resist_or_protective_read_write,-0.6486935615539551,-0.6486935615539551,,,,
residual_role:mod.cls_blocks.0|neutral_hadron|A_Hqql_correct,residual_role,mod.cls_blocks.0|neutral_hadron|A_Hqql_correct,mod.cls_blocks.0 neutral_hadron,,,,,,,,neutral_hadron,A_Hqql_correct,,
residual_role:mod.cls_blocks.1|neutral_hadron|A_Hqql_correct,residual_role,mod.cls_blocks.1|neutral_hadron|A_Hqql_correct,mod.cls_blocks.1 neutral_hadron,,,,,,,,neutral_hadron,A_Hqql_correct,,
residual_block:mod.cls_blocks.1,residual_block,mod.cls_blocks.1,mod.cls_blocks.1,,,,,,,,,,,
residual_role:mod.cls_blocks.1|muon|C_Tbl_correct,residual_role,mod.cls_blocks.1|muon|C_Tbl_correct,mod.cls_blocks.1 muon,,,,,,,,muon,C_Tbl_correct,,
residual_role:mod.cls_blocks.1|CLS|A_Hqql_correct,residual_role,mod.cls_blocks.1|CLS|A_Hqql_correct,mod.cls_blocks.1 CLS,,,,,,,,CLS,A_Hqql_correct,,
residual_role:mod.cls_blocks.0|CLS|A_Hqql_correct,residual_role,mod.cls_blocks.0|CLS|A_Hqql_correct,mod.cls_blocks.0 CLS,,,,,,,,CLS,A_Hqql_correct,,
residual_role:mod.cls_blocks.1|charged_hadron|A_Hqql_correct,residual_role,mod.cls_blocks.1|charged_hadron|A_Hqql_correct,mod.cls_blocks.1 charged_hadron,,,,,,,,charged_hadron,A_Hqql_correct,,
residual_role:mod.cls_blocks.0|charged_hadron|A_Hqql_correct,residual_role,mod.cls_blocks.0|charged_hadron|A_Hqql_correct,mod.cls_blocks.0 charged_hadron,,,,,,,,charged_hadron,A_Hqql_correct,,
residual_role:mod.cls_blocks.1|photon|A_Hqql_correct,residual_role,mod.cls_blocks.1|photon|A_Hqql_correct,mod.cls_blocks.1 photon,,,,,,,,photon,A_Hqql_correct,,
residual_role:mod.cls_blocks.0|photon|A_Hqql_correct,residual_role,mod.cls_blocks.0|photon|A_Hqql_correct,mod.cls_blocks.0 photon,,,,,,,,photon,A_Hqql_correct,,
residual_role:mod.cls_blocks.0|charged_hadron|D_Tbl_to_Hqql,residual_role,mod.cls_blocks.0|charged_hadron|D_Tbl_to_Hqql,mod.cls_blocks.0 charged_hadron,,,,,,,,charged_hadron,D_Tbl_to_Hqql,,
residual_role:mod.blocks.1|muon|B_Hqql_to_Tbl,residual_role,mod.blocks.1|muon|B_Hqql_to_Tbl,mod.blocks.1 muon,,,,,,,,muon,B_Hqql_to_Tbl,,
residual_block:mod.blocks.1,residual_block,mod.blocks.1,mod.blocks.1,,,,,,,,,,,
residual_role:mod.blocks.3|muon|B_Hqql_to_Tbl,residual_role,mod.blocks.3|muon|B_Hqql_to_Tbl,mod.blocks.3 muon,,,,,,,,muon,B_Hqql_to_Tbl,,
residual_block:mod.blocks.3,residual_block,mod.blocks.3,mod.blocks.3,,,,,,,,,,,
